SKU,Order_Date,Product_Type,Price,Availability,Number_Products_Sold,Revenue_Generated,Customer_Region,Customer_Segment,Supplier_Name,Supplier_Defect_Rate,Inspection_Result,Defect_Rate,Return_Reason,Return_Date,Refund_Status,Shipping_Carrier,Shipping_Cost,Transport_Mode,Lead_Time,Manufacturing_Lead_Time,Shipping_Time,Notes,Order_Month,Is_Return
SKU10073,2025-02-01 21:29:37.847990,Tablet,365.43,In Stock,28,10232.04,North,Wholesale,Supplier_A,1.31,Pass,1.16,Unknown,,,Carrier_Z,18.71,Ground,31,3,6,,2025-02,0
SKU10074,2025-04-29 21:29:37.847990,Tablet,335.02,Out of Stock,29,9715.58,Central,Premium,Supplier_A,1.18,Pass,0.87,Unknown,,,Carrier_X,19.54,Air,35,6,1,,2025-04,0
SKU10075,2024-09-12 21:29:37.847990,Laptop,2000.0,In Stock,18,36000.0,North,Regular,Supplier_C,5.23,Pass,5.17,Defective,2024-09-15 21:29:37.847990,Pending,Carrier_W,85.11,Ground,23,7,6,Who purpose side.,2024-09,1
SKU10076,2024-11-07 21:29:37.847990,Headphones,163.19,In Stock,17,2774.23,Central,Regular,Supplier_A,1.68,Pass,1.23,Unknown,,,Carrier_Y,10.87,Air,13,8,1,,2024-11,0
SKU10077,2025-04-07 21:29:37.847990,Smartphone,712.31,In Stock,21,14958.509999999998,Central,Regular,Supplier_B,2.7,Pass,2.35,Unknown,,,Carrier_W,33.7,Air,11,7,1,,2025-04,0
SKU10078,2025-05-24 21:29:37.847990,Smartphone,1200.0,In Stock,30,36000.0,North,Regular,Supplier_C,4.39,Pass,4.18,Unknown,,,Carrier_X,100.94,Air,11,10,1,,2025-05,0
SKU10079,2025-03-03 21:29:37.847990,Laptop,1031.61,In Stock,13,13410.929999999998,West,Regular,Supplier_C,4.14,Pass,4.13,Other,2025-03-23 21:29:37.847990,Completed,Carrier_X,57.23,Ground,22,4,5,,2025-03,1
SKU10080,2024-12-10 21:29:37.847990,Laptop,1877.69,In Stock,22,41309.18,South,Regular,Supplier_D,2.07,Pass,1.86,Unknown,,,Carrier_X,153.4,Air,17,3,1,Different study offer herself staff voice.,2024-12,0
SKU10081,2024-12-26 21:29:37.847990,Smartphone,678.71,In Stock,29,19682.59,South,Regular,Supplier_C,5.23,Pass,4.82,Unknown,,,Carrier_Y,60.46,Air,13,4,3,,2024-12,0
SKU10082,2025-04-24 21:29:37.847990,Laptop,1235.84,In Stock,19,23480.96,South,Regular,Supplier_B,2.33,Pass,1.88,Late Delivery,2025-05-10 21:29:37.847990,Completed,Carrier_Y,64.51,Air,17,7,3,,2025-04,1
SKU10083,2024-11-12 21:29:37.847990,Tablet,491.73,In Stock,15,7375.950000000001,North,Regular,Supplier_A,1.53,Pass,1.04,Unknown,,,Carrier_Z,39.93,Air,32,3,3,,2024-11,0
SKU10084,2024-09-10 21:29:37.847990,Laptop,2000.0,In Stock,50,100000.0,West,Wholesale,Supplier_A,1.96,Pass,1.81,Unknown,,,Carrier_X,90.01,Air,36,7,2,,2024-09,0
SKU10085,2025-05-21 21:29:37.847990,Smartphone,980.92,In Stock,14,13732.88,Central,Regular,Supplier_A,0.5,Pass,0.17,Unknown,,,Carrier_Y,53.05,Ground,45,7,7,,2025-05,0
SKU10086,2024-11-10 21:29:37.847990,Smartwatch,579.48,In Stock,32,18543.36,East,Premium,Supplier_B,3.22,Pass,2.99,Unknown,,,Carrier_Y,51.2,Air,17,6,3,,2024-11,0
SKU10087,2024-07-10 21:29:37.847990,Smartwatch,482.73,In Stock,11,5310.030000000001,West,Regular,Supplier_D,2.28,Fail,5.13,Late Delivery,2024-08-07 21:29:37.847990,Completed,Carrier_Y,43.04,Air,27,8,3,,2024-07,1
SKU10088,2024-08-25 21:29:37.847990,Smartphone,461.68,In Stock,14,6463.52,South,Regular,Supplier_A,2.19,Pass,1.73,Unknown,,,Carrier_X,27.12,Ground,38,6,4,Should financial worker.,2024-08,0
SKU10089,2024-08-19 21:29:37.847990,Headphones,300.0,In Stock,40,12000.0,South,Wholesale,Supplier_B,3.03,,3.03,Unknown,,,Carrier_W,10.77,Sea,45,4,28,,2024-08,0
SKU10090,2025-02-20 21:29:37.847990,Laptop,1299.67,In Stock,11,14296.37,East,Regular,Supplier_E,2.85,Pass,2.5,Unknown,,,Carrier_Y,31.7,Sea,37,4,28,,2025-02,0
SKU10091,2025-01-07 21:29:37.847990,Smartphone,591.12,In Stock,15,8866.8,Central,Regular,Supplier_B,2.63,Pass,2.53,Unknown,,,Carrier_Z,14.88,Sea,37,7,16,,2025-01,0
SKU10092,2024-12-12 21:29:37.847990,Smartphone,1057.04,In Stock,25,26426.0,East,Regular,Supplier_D,2.42,Fail,4.59,Unknown,,,Carrier_Y,50.49,Air,17,4,1,,2024-12,0
SKU10093,2025-01-03 21:29:37.847990,Smartphone,964.35,In Stock,28,27001.8,Central,Premium,Supplier_C,5.36,,5.36,Changed Mind,2025-01-05 21:29:37.847990,Completed,Carrier_W,77.68,Air,13,9,1,,2025-01,1
SKU10094,2024-12-26 21:29:37.847990,Laptop,1315.08,In Stock,68,89425.44,East,Wholesale,Supplier_C,5.85,Pass,5.43,Defective,2024-12-28 21:29:37.847990,Pending,Carrier_X,43.68,Ground,16,5,4,,2024-12,1
SKU10095,2024-12-08 21:29:37.847990,Headphones,211.49,In Stock,57,12054.93,East,Wholesale,Supplier_B,3.28,Pass,3.1,Unknown,,,Carrier_Y,6.49,Ground,21,10,4,,2024-12,0
SKU10096,2025-04-26 21:29:37.847990,Smartphone,1046.39,In Stock,20,20927.800000000003,East,Regular,Supplier_B,2.93,,2.93,Unknown,,,Carrier_X,49.32,Air,29,3,1,,2025-04,0
SKU10097,2024-10-17 21:29:37.847990,Headphones,215.21,In Stock,23,4949.83,Central,Premium,Supplier_D,1.71,,1.71,Unknown,,,Carrier_W,9.96,Air,37,8,1,,2024-10,0
SKU10098,2024-11-28 21:29:37.847990,Smartphone,580.6,In Stock,31,17998.600000000002,East,Regular,Supplier_A,1.31,Fail,3.24,Unknown,,,Carrier_X,27.87,Air,39,7,1,,2024-11,0
SKU10099,2024-07-12 21:29:37.847990,Headphones,211.05,Out of Stock,46,9708.3,West,Wholesale,Supplier_D,1.15,,1.15,Other,2024-08-10 21:29:37.847990,Pending,Carrier_Y,10.14,Ground,26,4,6,,2024-07,1
SKU10100,2025-02-03 21:29:37.847990,Smartwatch,193.42,In Stock,8,1547.36,Central,Regular,Supplier_D,2.34,Pass,2.24,Unknown,,,Carrier_Z,5.91,Sea,37,10,25,,2025-02,0
SKU10101,2025-04-16 21:29:37.847990,Smartwatch,347.58,In Stock,4,1390.32,Central,Regular,Supplier_A,1.52,Pass,1.42,Unknown,,,Carrier_Z,18.95,Ground,42,7,4,,2025-04,0
SKU10102,2025-04-25 21:29:37.847990,Headphones,300.0,In Stock,22,6600.0,South,Premium,Supplier_A,1.86,Pass,1.43,Unknown,,,Carrier_Z,11.35,Ground,27,9,6,,2025-04,0
SKU10103,2024-10-13 21:29:37.847990,Smartphone,400.0,In Stock,18,7200.0,West,Regular,Supplier_A,1.65,Pass,1.49,Wrong Product,2024-10-31 21:29:37.847990,Completed,Carrier_X,18.03,Air,22,9,1,,2024-10,1
SKU10104,2025-02-13 21:29:37.847990,Headphones,233.88,In Stock,15,3508.2,East,Regular,Supplier_A,0.88,Pass,0.79,Unknown,,,Carrier_Y,9.86,Ground,43,9,9,,2025-02,0
SKU10105,2025-03-09 21:29:37.847990,Smartwatch,232.95,In Stock,6,1397.6999999999998,North,Regular,Supplier_A,1.0,Pass,0.93,Unknown,,,Carrier_Z,10.86,Ground,41,10,7,,2025-03,0
SKU10106,2025-01-20 21:29:37.847990,Headphones,135.5,In Stock,8,1084.0,West,Regular,Supplier_C,4.92,Pass,4.91,Unknown,,,Carrier_W,5.81,Ground,21,11,4,,2025-01,0
SKU10107,2025-01-23 21:29:37.847990,Tablet,424.96,Out of Stock,6,2549.76,East,Regular,Supplier_A,1.89,Pass,1.58,Unknown,,,Carrier_Z,9.02,Sea,50,7,16,,2025-01,0
SKU10108,2024-08-30 21:29:37.847990,Tablet,726.96,In Stock,31,22535.76,South,Wholesale,Supplier_A,1.69,Pass,1.39,Unknown,,,Carrier_Y,26.75,Ground,30,8,9,,2024-08,0
SKU10109,2025-05-26 21:29:37.847990,Smartphone,677.46,In Stock,15,10161.9,East,Regular,Supplier_E,3.76,Pass,3.29,Unknown,,,Carrier_W,55.52,Air,30,8,3,,2025-05,0
SKU10110,2024-08-07 21:29:37.847990,Smartphone,407.06,In Stock,19,7734.14,North,Regular,Supplier_B,3.5,Pass,3.49,Unknown,,,Carrier_X,24.74,Air,19,9,2,,2024-08,0
SKU10111,2024-08-01 21:29:37.847990,Smartphone,632.08,In Stock,19,12009.52,East,Regular,Supplier_B,3.37,Pass,2.99,Unknown,,,Carrier_X,48.04,Air,22,8,1,,2024-08,0
SKU10112,2025-02-18 21:29:37.847990,Tablet,437.19,In Stock,14,6120.66,South,Premium,Supplier_B,2.6,Pass,2.48,Unknown,,,Carrier_X,23.56,Ground,26,7,5,,2025-02,0
SKU10113,2025-03-23 21:29:37.847990,Tablet,652.0,In Stock,19,12388.0,East,Premium,Supplier_B,2.94,Pass,2.6,Unknown,,,Carrier_X,27.09,Ground,14,11,4,,2025-03,0
SKU10114,2025-02-04 21:29:37.847990,Smartphone,786.05,In Stock,20,15721.0,North,Regular,Supplier_B,3.01,Pass,2.94,Unknown,,,Carrier_X,35.66,Air,15,8,1,,2025-02,0
SKU10115,2025-02-05 21:29:37.847990,Laptop,1123.86,In Stock,13,14610.179999999998,West,Regular,Supplier_A,1.73,Pass,1.72,Unknown,,,Carrier_X,51.9,Ground,39,7,5,,2025-02,0
SKU10116,2024-09-27 21:29:37.847990,Laptop,1056.64,Out of Stock,18,19019.52,Central,Regular,Supplier_C,5.58,Pass,5.48,Late Delivery,2024-10-23 21:29:37.847990,Completed,Carrier_X,91.8,Air,12,6,2,,2024-09,1
SKU10117,2025-05-13 21:29:37.847990,Smartphone,501.83,In Stock,29,14553.07,North,Regular,Supplier_A,1.97,Pass,1.57,Unknown,,,Carrier_X,29.73,Air,40,4,2,,2025-05,0
SKU10118,2025-04-05 21:29:37.847990,Laptop,1801.15,In Stock,16,28818.4,West,Regular,Supplier_A,1.13,Pass,1.05,Unknown,,,Carrier_Y,120.63,Air,39,5,1,,2025-04,0
SKU10119,2024-10-16 21:29:37.847990,Headphones,218.81,In Stock,26,5689.06,Central,Premium,Supplier_A,1.3,,1.3,Unknown,,,Carrier_X,9.18,Ground,28,7,3,,2024-10,0
SKU10120,2024-09-19 21:29:37.847990,Laptop,1228.41,In Stock,19,23339.79,North,Regular,Supplier_B,3.33,Fail,5.82,Defective,2024-10-06 21:29:37.847990,Completed,Carrier_X,80.43,Air,25,7,1,,2024-09,1
SKU10121,2025-01-01 21:29:37.847990,Headphones,211.87,In Stock,6,1271.22,Central,Regular,Supplier_E,4.65,Pass,4.56,Unknown,,,Carrier_Z,9.3,Ground,21,6,9,,2025-01,0
SKU10122,2024-10-29 21:29:37.847990,Laptop,1129.79,In Stock,12,13557.48,West,Regular,Supplier_C,4.89,Pass,4.53,Changed Mind,2024-11-02 21:29:37.847990,Pending,Carrier_Y,40.63,Ground,31,6,9,,2024-10,1
